idp_num,pheno,ukb_id,idp_short_name,cat_num,category,description,h2,h2_se
0174,0174,26523,aseg_global_volume_3rd-Ventricle,1,regional and tissue volume,Volume of 3rd-Ventricle in the whole brain generated by subcortical volumetric segmentation (aseg),0.281,0.0245
0175,0175,26524,aseg_global_volume_4th-Ventricle,1,regional and tissue volume,Volume of 4th-Ventricle in the whole brain generated by subcortical volumetric segmentation (aseg),0.34,0.0275
0177,0177,26526,aseg_global_volume_Brain-Stem,1,regional and tissue volume,Volume of Brain-Stem in the whole brain generated by subcortical volumetric segmentation (aseg),0.397,0.0304
0178,0178,26527,aseg_global_volume_CSF,1,regional and tissue volume,Volume of CSF in the whole brain generated by subcortical volumetric segmentation (aseg),0.272,0.0227
0179,0179,26528,aseg_global_volume_WM-hypointensities,1,regional and tissue volume,Volume of WM-hypointensities in the whole brain generated by subcortical volumetric segmentation (aseg),0.23,0.0228
0181,0181,26530,aseg_global_volume_Optic-Chiasm,1,regional and tissue volume,Volume of Optic-Chiasm in the whole brain generated by subcortical volumetric segmentation (aseg),0.167,0.0266
0182,0182,26531,aseg_global_volume_CC-Posterior,1,regional and tissue volume,Volume of CC-Posterior in the whole brain generated by subcortical volumetric segmentation (aseg),0.335,0.0243
0183,0183,26532,aseg_global_volume_CC-Mid-Posterior,1,regional and tissue volume,Volume of CC-Mid-Posterior in the whole brain generated by subcortical volumetric segmentation (aseg),0.161,0.0169
0184,0184,26533,aseg_global_volume_CC-Central,1,regional and tissue volume,Volume of CC-Central in the whole brain generated by subcortical volumetric segmentation (aseg),0.218,0.0168
0185,0185,26534,aseg_global_volume_CC-Mid-Anterior,1,regional and tissue volume,Volume of CC-Mid-Anterior in the whole brain generated by subcortical volumetric segmentation (aseg),0.221,0.0195
0186,0186,26535,aseg_global_volume_CC-Anterior,1,regional and tissue volume,Volume of CC-Anterior in the whole brain generated by subcortical volumetric segmentation (aseg),0.255,0.0224
0187,0187,26536,aseg_global_volume-ratio_BrainSegVol-to-eTIV,1,regional and tissue volume,Volume-ratio of BrainSegVol-to-eTIV in the whole brain generated by subcortical volumetric segmentation (aseg),0.234,0.0215
0188,0188,26537,aseg_global_volume-ratio_MaskVol-to-eTIV,1,regional and tissue volume,Volume-ratio of MaskVol-to-eTIV in the whole brain generated by subcortical volumetric segmentation (aseg),0.103,0.0179
0189,0189,26552,aseg_lh_volume_Cortex,1,regional and tissue volume,Volume of Cortex in the left hemisphere generated by subcortical volumetric segmentation (aseg),0.207,0.0194
0190,0190,26553,aseg_lh_volume_CerebralWhiteMatter,1,regional and tissue volume,Volume of CerebralWhiteMatter in the left hemisphere generated by subcortical volumetric segmentation (aseg),0.335,0.0273
0191,0191,26554,aseg_lh_volume_Lateral-Ventricle,1,regional and tissue volume,Volume of Lateral-Ventricle in the left hemisphere generated by subcortical volumetric segmentation (aseg),0.274,0.0244
0192,0192,26555,aseg_lh_volume_Inf-Lat-Vent,1,regional and tissue volume,Volume of Inf-Lat-Vent in the left hemisphere generated by subcortical volumetric segmentation (aseg),0.14,0.0182
0193,0193,26556,aseg_lh_volume_Cerebellum-White-Matter,1,regional and tissue volume,Volume of Cerebellum-White-Matter in the left hemisphere generated by subcortical volumetric segmentation (aseg),0.322,0.0279
0194,0194,26557,aseg_lh_volume_Cerebellum-Cortex,1,regional and tissue volume,Volume of Cerebellum-Cortex in the left hemisphere generated by subcortical volumetric segmentation (aseg),0.354,0.0289
0195,0195,26558,aseg_lh_volume_Thalamus-Proper,1,regional and tissue volume,Volume of Thalamus-Proper in the left hemisphere generated by subcortical volumetric segmentation (aseg),0.278,0.0237
0196,0196,26559,aseg_lh_volume_Caudate,1,regional and tissue volume,Volume of Caudate in the left hemisphere generated by subcortical volumetric segmentation (aseg),0.349,0.0266
0197,0197,26560,aseg_lh_volume_Putamen,1,regional and tissue volume,Volume of Putamen in the left hemisphere generated by subcortical volumetric segmentation (aseg),0.321,0.0274
0198,0198,26561,aseg_lh_volume_Pallidum,1,regional and tissue volume,Volume of Pallidum in the left hemisphere generated by subcortical volumetric segmentation (aseg),0.303,0.0222
0199,0199,26562,aseg_lh_volume_Hippocampus,1,regional and tissue volume,Volume of Hippocampus in the left hemisphere generated by subcortical volumetric segmentation (aseg),0.264,0.0231
0200,0200,26563,aseg_lh_volume_Amygdala,1,regional and tissue volume,Volume of Amygdala in the left hemisphere generated by subcortical volumetric segmentation (aseg),0.224,0.0188
0201,0201,26564,aseg_lh_volume_Accumbens-area,1,regional and tissue volume,Volume of Accumbens-area in the left hemisphere generated by subcortical volumetric segmentation (aseg),0.237,0.0218
0202,0202,26565,aseg_lh_volume_VentralDC,1,regional and tissue volume,Volume of VentralDC in the left hemisphere generated by subcortical volumetric segmentation (aseg),0.312,0.0282
0203,0203,26566,aseg_lh_volume_vessel,1,regional and tissue volume,Volume of vessel in the left hemisphere generated by subcortical volumetric segmentation (aseg),0.106,0.0161
0204,0204,26567,aseg_lh_volume_choroid-plexus,1,regional and tissue volume,Volume of choroid-plexus in the left hemisphere generated by subcortical volumetric segmentation (aseg),0.239,0.0212
0205,0205,26568,aseg_lh_number_HolesBeforeFixing,1,regional and tissue volume,Number of HolesBeforeFixing in the left hemisphere generated by subcortical volumetric segmentation (aseg),0.155,0.0192
0206,0206,26583,aseg_rh_volume_Cortex,1,regional and tissue volume,Volume of Cortex in the right hemisphere generated by subcortical volumetric segmentation (aseg),0.192,0.0185
0207,0207,26584,aseg_rh_volume_CerebralWhiteMatter,1,regional and tissue volume,Volume of CerebralWhiteMatter in the right hemisphere generated by subcortical volumetric segmentation (aseg),0.342,0.0282
0208,0208,26585,aseg_rh_volume_Lateral-Ventricle,1,regional and tissue volume,Volume of Lateral-Ventricle in the right hemisphere generated by subcortical volumetric segmentation (aseg),0.263,0.0248
0209,0209,26586,aseg_rh_volume_Inf-Lat-Vent,1,regional and tissue volume,Volume of Inf-Lat-Vent in the right hemisphere generated by subcortical volumetric segmentation (aseg),0.128,0.016
0210,0210,26587,aseg_rh_volume_Cerebellum-White-Matter,1,regional and tissue volume,Volume of Cerebellum-White-Matter in the right hemisphere generated by subcortical volumetric segmentation (aseg),0.295,0.0262
0211,0211,26588,aseg_rh_volume_Cerebellum-Cortex,1,regional and tissue volume,Volume of Cerebellum-Cortex in the right hemisphere generated by subcortical volumetric segmentation (aseg),0.35,0.0301
0212,0212,26589,aseg_rh_volume_Thalamus-Proper,1,regional and tissue volume,Volume of Thalamus-Proper in the right hemisphere generated by subcortical volumetric segmentation (aseg),0.306,0.024
0213,0213,26590,aseg_rh_volume_Caudate,1,regional and tissue volume,Volume of Caudate in the right hemisphere generated by subcortical volumetric segmentation (aseg),0.335,0.0261
0214,0214,26591,aseg_rh_volume_Putamen,1,regional and tissue volume,Volume of Putamen in the right hemisphere generated by subcortical volumetric segmentation (aseg),0.338,0.0271
0215,0215,26592,aseg_rh_volume_Pallidum,1,regional and tissue volume,Volume of Pallidum in the right hemisphere generated by subcortical volumetric segmentation (aseg),0.317,0.022
0216,0216,26593,aseg_rh_volume_Hippocampus,1,regional and tissue volume,Volume of Hippocampus in the right hemisphere generated by subcortical volumetric segmentation (aseg),0.288,0.0244
0217,0217,26594,aseg_rh_volume_Amygdala,1,regional and tissue volume,Volume of Amygdala in the right hemisphere generated by subcortical volumetric segmentation (aseg),0.236,0.0217
0218,0218,26595,aseg_rh_volume_Accumbens-area,1,regional and tissue volume,Volume of Accumbens-area in the right hemisphere generated by subcortical volumetric segmentation (aseg),0.256,0.0237
0219,0219,26596,aseg_rh_volume_VentralDC,1,regional and tissue volume,Volume of VentralDC in the right hemisphere generated by subcortical volumetric segmentation (aseg),0.331,0.0268
0220,0220,26597,aseg_rh_volume_vessel,1,regional and tissue volume,Volume of vessel in the right hemisphere generated by subcortical volumetric segmentation (aseg),0.104,0.0187
0221,0221,26598,aseg_rh_volume_choroid-plexus,1,regional and tissue volume,Volume of choroid-plexus in the right hemisphere generated by subcortical volumetric segmentation (aseg),0.217,0.0211
0222,0222,26599,aseg_rh_number_HolesBeforeFixing,1,regional and tissue volume,Number of HolesBeforeFixing in the right hemisphere generated by subcortical volumetric segmentation (aseg),0.132,0.0207
0223,0223,26600,AmygNuclei_lh_volume_Lateral-nucleus,1,regional and tissue volume,Volume of Lateral-nucleus in the left hemisphere generated by subcortical volumetric sub-segmentation of the Amygdala Nuclei,0.235,0.0202
0224,0224,26601,AmygNuclei_lh_volume_Basal-nucleus,1,regional and tissue volume,Volume of Basal-nucleus in the left hemisphere generated by subcortical volumetric sub-segmentation of the Amygdala Nuclei,0.196,0.0173
0225,0225,26602,AmygNuclei_lh_volume_Accessory-Basal-nucleus,1,regional and tissue volume,Volume of Accessory-Basal-nucleus in the left hemisphere generated by subcortical volumetric sub-segmentation of the Amygdala Nuclei,0.172,0.0171
0226,0226,26603,AmygNuclei_lh_volume_Anterior-amygdaloid-area-AAA,1,regional and tissue volume,Volume of Anterior-amygdaloid-area-AAA in the left hemisphere generated by subcortical volumetric sub-segmentation of the Amygdala Nuclei,0.186,0.0188
0227,0227,26604,AmygNuclei_lh_volume_Central-nucleus,1,regional and tissue volume,Volume of Central-nucleus in the left hemisphere generated by subcortical volumetric sub-segmentation of the Amygdala Nuclei,0.138,0.0185
0228,0228,26605,AmygNuclei_lh_volume_Medial-nucleus,1,regional and tissue volume,Volume of Medial-nucleus in the left hemisphere generated by subcortical volumetric sub-segmentation of the Amygdala Nuclei,0.137,0.0168
0229,0229,26606,AmygNuclei_lh_volume_Cortical-nucleus,1,regional and tissue volume,Volume of Cortical-nucleus in the left hemisphere generated by subcortical volumetric sub-segmentation of the Amygdala Nuclei,0.143,0.018
0230,0230,26607,AmygNuclei_lh_volume_Corticoamygdaloid-transitio,1,regional and tissue volume,Volume of Corticoamygdaloid-transitio in the left hemisphere generated by subcortical volumetric sub-segmentation of the Amygdala Nuclei,0.151,0.0175
0231,0231,26608,AmygNuclei_lh_volume_Paralaminar-nucleus,1,regional and tissue volume,Volume of Paralaminar-nucleus in the left hemisphere generated by subcortical volumetric sub-segmentation of the Amygdala Nuclei,0.177,0.0181
0232,0232,26609,AmygNuclei_lh_volume_Whole-amygdala,1,regional and tissue volume,Volume of Whole-amygdala in the left hemisphere generated by subcortical volumetric sub-segmentation of the Amygdala Nuclei,0.221,0.0181
0233,0233,26610,AmygNuclei_rh_volume_Lateral-nucleus,1,regional and tissue volume,Volume of Lateral-nucleus in the right hemisphere generated by subcortical volumetric sub-segmentation of the Amygdala Nuclei,0.263,0.0229
0234,0234,26611,AmygNuclei_rh_volume_Basal-nucleus,1,regional and tissue volume,Volume of Basal-nucleus in the right hemisphere generated by subcortical volumetric sub-segmentation of the Amygdala Nuclei,0.231,0.02
0235,0235,26612,AmygNuclei_rh_volume_Accessory-Basal-nucleus,1,regional and tissue volume,Volume of Accessory-Basal-nucleus in the right hemisphere generated by subcortical volumetric sub-segmentation of the Amygdala Nuclei,0.197,0.0195
0236,0236,26613,AmygNuclei_rh_volume_Anterior-amygdaloid-area-AAA,1,regional and tissue volume,Volume of Anterior-amygdaloid-area-AAA in the right hemisphere generated by subcortical volumetric sub-segmentation of the Amygdala Nuclei,0.197,0.0189
0237,0237,26614,AmygNuclei_rh_volume_Central-nucleus,1,regional and tissue volume,Volume of Central-nucleus in the right hemisphere generated by subcortical volumetric sub-segmentation of the Amygdala Nuclei,0.156,0.0205
0238,0238,26615,AmygNuclei_rh_volume_Medial-nucleus,1,regional and tissue volume,Volume of Medial-nucleus in the right hemisphere generated by subcortical volumetric sub-segmentation of the Amygdala Nuclei,0.146,0.02
0239,0239,26616,AmygNuclei_rh_volume_Cortical-nucleus,1,regional and tissue volume,Volume of Cortical-nucleus in the right hemisphere generated by subcortical volumetric sub-segmentation of the Amygdala Nuclei,0.171,0.0207
0240,0240,26617,AmygNuclei_rh_volume_Corticoamygdaloid-transitio,1,regional and tissue volume,Volume of Corticoamygdaloid-transitio in the right hemisphere generated by subcortical volumetric sub-segmentation of the Amygdala Nuclei,0.166,0.0206
0241,0241,26618,AmygNuclei_rh_volume_Paralaminar-nucleus,1,regional and tissue volume,Volume of Paralaminar-nucleus in the right hemisphere generated by subcortical volumetric sub-segmentation of the Amygdala Nuclei,0.19,0.0211
0242,0242,26619,AmygNuclei_rh_volume_Whole-amygdala,1,regional and tissue volume,Volume of Whole-amygdala in the right hemisphere generated by subcortical volumetric sub-segmentation of the Amygdala Nuclei,0.243,0.0203
0243,0243,26620,HippSubfield_lh_volume_Hippocampal-tail,1,regional and tissue volume,Volume of Hippocampal-tail in the left hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields,0.218,0.0252
0244,0244,26621,HippSubfield_lh_volume_subiculum-body,1,regional and tissue volume,Volume of subiculum-body in the left hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields,0.201,0.0313
0245,0245,26622,HippSubfield_lh_volume_CA1-body,1,regional and tissue volume,Volume of CA1-body in the left hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields,0.235,0.0215
0246,0246,26623,HippSubfield_lh_volume_subiculum-head,1,regional and tissue volume,Volume of subiculum-head in the left hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields,0.22,0.0188
0247,0247,26624,HippSubfield_lh_volume_hippocampal-fissure,1,regional and tissue volume,Volume of hippocampal-fissure in the left hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields,0.144,0.0209
0248,0248,26625,HippSubfield_lh_volume_presubiculum-head,1,regional and tissue volume,Volume of presubiculum-head in the left hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields,0.139,0.0179
0249,0249,26626,HippSubfield_lh_volume_CA1-head,1,regional and tissue volume,Volume of CA1-head in the left hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields,0.237,0.0217
0250,0250,26627,HippSubfield_lh_volume_presubiculum-body,1,regional and tissue volume,Volume of presubiculum-body in the left hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields,0.223,0.0223
0251,0251,26628,HippSubfield_lh_volume_parasubiculum,1,regional and tissue volume,Volume of parasubiculum in the left hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields,0.13,0.0168
0252,0252,26629,HippSubfield_lh_volume_molecular-layer-HP-head,1,regional and tissue volume,Volume of molecular-layer-HP-head in the left hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields,0.191,0.0202
0253,0253,26630,HippSubfield_lh_volume_molecular-layer-HP-body,1,regional and tissue volume,Volume of molecular-layer-HP-body in the left hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields,0.15,0.0173
0254,0254,26631,HippSubfield_lh_volume_GC-ML-DG-head,1,regional and tissue volume,Volume of GC-ML-DG-head in the left hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields,0.219,0.0216
0255,0255,26632,HippSubfield_lh_volume_CA3-body,1,regional and tissue volume,Volume of CA3-body in the left hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields,0.217,0.0227
0256,0256,26633,HippSubfield_lh_volume_GC-ML-DG-body,1,regional and tissue volume,Volume of GC-ML-DG-body in the left hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields,0.213,0.0248
0257,0257,26634,HippSubfield_lh_volume_CA4-head,1,regional and tissue volume,Volume of CA4-head in the left hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields,0.212,0.0215
0258,0258,26635,HippSubfield_lh_volume_CA4-body,1,regional and tissue volume,Volume of CA4-body in the left hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields,0.227,0.0241
0259,0259,26636,HippSubfield_lh_volume_fimbria,1,regional and tissue volume,Volume of fimbria in the left hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields,0.153,0.0187
0260,0260,26637,HippSubfield_lh_volume_CA3-head,1,regional and tissue volume,Volume of CA3-head in the left hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields,0.238,0.022
0261,0261,26638,HippSubfield_lh_volume_HATA,1,regional and tissue volume,Volume of HATA in the left hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields,0.131,0.0186
0262,0262,26639,HippSubfield_lh_volume_Whole-hippocampal-body,1,regional and tissue volume,Volume of Whole-hippocampal-body in the left hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields,0.243,0.0272
0263,0263,26640,HippSubfield_lh_volume_Whole-hippocampal-head,1,regional and tissue volume,Volume of Whole-hippocampal-head in the left hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields,0.257,0.0233
0264,0264,26641,HippSubfield_lh_volume_Whole-hippocampus,1,regional and tissue volume,Volume of Whole-hippocampus in the left hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields,0.275,0.0251
0265,0265,26642,HippSubfield_rh_volume_Hippocampal-tail,1,regional and tissue volume,Volume of Hippocampal-tail in the right hemisphere generated by subcortical volumetric sub-segmentation of the Hippocampal Subfields,0.247,0.0246
